page,car_name,model_variant,url,price_preview,main_image_url,name,model,prix,images,Moteur_and_Infos_techniques_Motorisation,Moteur_and_Infos_techniques_value,Moteur_and_Infos_techniques_Energie,Moteur_and_Infos_techniques_Puissance_fiscale,Moteur_and_Infos_techniques_Transmission,Moteur_and_Infos_techniques_Architecture,Moteur_and_Infos_techniques_Couple_maxi,Conso._and_performances_Conso_mixte,Conso._and_performances_value,Conso._and_performances_Vitesse_maxi,Conso._and_performances_Acceleration_0_100,Dimensions_and_volumes_Categorie,Dimensions_and_volumes_Carrosserie,Dimensions_and_volumes_Nombre_places,Dimensions_and_volumes_Poids_vide,Dimensions_and_volumes_value,Dimensions_and_volumes_Longueur,Dimensions_and_volumes_Largeur,Dimensions_and_volumes_Hauteur,Dimensions_and_volumes_Empattement,Sécurité_Airbags,Sécurité_ABS,Sécurité_ESP,Sécurité_Antipatinage,Sécurité_Aide_au_freinage_d'urgence,Sécurité_Antidémarrage_électronique,Sécurité_Aide_au_démarrage_en_côte,Sécurité_Sélecteur_de_mode_de_conduite,Sécurité_Détection_de_fatigue,Sécurité_Maintien_dans_la_voie,Sécurité_Détecteur_d'angle_mort,Sécurité_Détecteur_de_sous-gonflage,Sécurité_Fermeture_de_portes_auto.,Sécurité_Préparation_ISOFIX,Sécurité_Phares_antibrouillard,Sécurité_Système_d'alarme,Confort_Climatisation,Confort_Systeme_audio,Confort_Ordinateur_de_bord,Confort_Start_and_Stop,Confort_Régulateur_de_vitesse,Confort_Détecteur_de_pluie,Confort_Allumage_auto._des_feux,Confort_Frein_à_main_électrique,Confort_Ecran_tactile,Confort_Cockpit_digital,Confort_Reconnaissance_de_panneaux,Confort_Affichage_Tête-Haute,Confort_Aide_au_stationnement,Confort_Caméra_de_recul,Confort_Park_Assist_Auto.,Confort_Commandes_au_volant,Confort_Commandes_vocales,Confort_value,Confort_Rétros._électriques,Confort_Rétros._rabattables_électriques,Confort_Coffre_électrique,Confort_Mains_libres,Confort_Sièges_électriques,Confort_Sièges_élec._avec_mémoire,Confort_Banquette_arrière_rabattable_1/3-2/3,Confort_Navigation_GPS,Confort_WiFi_à_bord,Confort_Bluetooth,Confort_Compatibilité_smartphone,Confort_Chargeur/mobile_sans_fil,Esthétique_Jantes_aluminium,Esthétique_Sellerie,Esthétique_Volant_cuir,Esthétique_Follow-me_home,Esthétique_Lumière_d'ambiance,Esthétique_Feux_de_jour,Esthétique_Phares,Esthétique_Toit,Esthétique_Barres_de_toit,Esthétique_Vitres_sur-teintées,Confort_Vitres_électriques,Esthétique_value,Moteur_and_Infos_techniques_Cylindree,Conso._and_performances_Conso_ville,Conso._and_performances_Conso_route,Conso._and_performances_Emission_CO2,Confort_Hauteur,Esthétique_Jantes,Confort_Système_audio,Confort_Volant_réglable,Moteur_and_Infos_techniques_Palettes_au_volant
2,MG MG3,1.5 l AT Premium,https://www.wandaloo.com/neuf/mg/mg3/fiche-technique/1-5-l-at-premium/20380.html,159.000DH,https://www.wandaloo.com/files/Voiture-Neuve/mg-mg3.jpg,MG MG31.5 l AT Premium neuve au Maroc - Fiche Technique,Mon comparatif,195.000DH *promo,https://www.wandaloo.com/files/Voiture-Neuve/mg-mg3.jpg; https://www.wandaloo.com/files/Voiture-Neuve/honda-jazz.jpg; https://www.wandaloo.com/files/Voiture-Neuve/opel-corsa.jpg; https://www.wandaloo.com/files/Voiture-Neuve/peugeot-208.jpg; https://www.wandaloo.com/files/Voiture-Neuve/renault-clio.jpg; https://www.wandaloo.com/files/Voiture-Neuve/seat-ibiza.jpg; https://www.wandaloo.com/files/Voiture-Neuve/toyota-yaris-hev.jpg; https://www.wandaloo.com/files/Voiture-Neuve/mg/MG-HS-2025-Neuve-Maroc-12.jpg; https://www.wandaloo.com/files/Voiture-Neuve/mg/MG-3-HEV-2025-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/mg/MG-Marvel-R-2024-Neuve-Maroc-03.jpg; https://www.wandaloo.com/files/Voiture-Neuve/mg/MG-ZS-2024-Neuve-Maroc-13.jpg; https://www.wandaloo.com/files/Voiture-Neuve/mg/MG-5-Neuve-Maroc-09.jpg,1.5 VTI-Tech 112 BVA,ch,Essence,9cv,2 roues motrices ( 4x2 ou 2WD ),4 cylindres en ligne,150Nm,"6,0l/100 km",sec.,174km/h,"9,2sec.",Citadine,Citadine,5,1.577kg,litre,405cm,172cm,152cm,252cm,4,OUI,OUI,OUI,OUI,OUI,OUI,NO,NO,NO,NO,OUI,OUI,OUI,OUI,NO,manuelle,"Radio, USB",OUI,NO,NO,NO,NO,NO,OUI,NO,NO,NO,,,NO,OUI,NO,Compatibilité smartphoneApple CarPlay® & Android Auto®,OUI,NO,NO,,NO,NO,OUI,NO,NO,OUI,,NO,,Cuir / Tissu,OUI,OUI,NO,,Standard,Rigide,NO,NO,,Feux de jourLED,1.498cm³,"7,8l/100 km","5,2l/100 km",139g/km,et Profondeur,aluminium16 pouces,,,
2,Geely GX3 Pro,1.5 l 103 Confort,https://www.wandaloo.com/neuf/geely/gx3-pro/fiche-technique/1-5-l-103-confort/20299.html,156.900DH,https://www.wandaloo.com/files/Voiture-Neuve/geely-gx3-pro.jpg,GEELY GX3 Pro1.5 l 103 Confort neuve au Maroc - Fiche Technique,Mon comparatif,179.900DH *promo,https://www.wandaloo.com/files/Voiture-Neuve/geely-gx3-pro.jpg; https://www.wandaloo.com/files/Voiture-Neuve/geely/GEELY-Emgrand-2025-Neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/geely/GEELY-CITYRAY-2025-Neuve-Maroc-04.jpg; https://www.wandaloo.com/files/Voiture-Neuve/geely/GEELY-GX3-Pro-2023-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/geely/GEELY-Coolray-2023-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/geely/GEELY-Geometry-C-2023-Neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/geely/Geely-Eko-CK-Neuve-Maroc-01.jpg,1.5 l TD 103,ch,Essence,9cv,2 roues motrices ( 4x2 ou 2WD ),4 cylindres en ligne,140Nm,"7,1l/100 km",sec.,160km/h,-sec.,4x4 / SUV / Crossover,Crossover urbain,5,1.180kg,litre,400cm,176cm,175cm,248cm,2,OUI,OUI,OUI,OUI,OUI,NO,NO,NO,NO,NO,OUI,OUI,OUI,OUI,OUI,auto.,"Radio, MP3, USB",OUI,NO,NO,NO,OUI,NO,OUI,NO,NO,NO,,NO,NO,OUI,OUI,Compatibilité smartphoneApple CarPlay® & Android Auto®,OUI,NO,NO,NO,NO,NO,OUI,NO,OUI,OUI,,NO,,Similicuir,NO,OUI,NO,OUI,Standard,Rigide,NO,NO,,,1.498cm³,,,-g/km,,aluminium16 pouces,,,
2,Geely GX3 Pro,1.5 l 103 Premium,https://www.wandaloo.com/neuf/geely/gx3-pro/fiche-technique/1-5-l-103-premium/20300.html,149.900DH,https://www.wandaloo.com/files/Voiture-Neuve/geely-gx3-pro.jpg,GEELY GX3 Pro1.5 l 103 Premium neuve au Maroc - Fiche Technique,Mon comparatif,189.900DH *promo,https://www.wandaloo.com/files/Voiture-Neuve/geely-gx3-pro.jpg; https://www.wandaloo.com/files/Voiture-Neuve/geely/GEELY-Emgrand-2025-Neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/geely/GEELY-CITYRAY-2025-Neuve-Maroc-04.jpg; https://www.wandaloo.com/files/Voiture-Neuve/geely/GEELY-GX3-Pro-2023-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/geely/GEELY-Coolray-2023-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/geely/GEELY-Geometry-C-2023-Neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/geely/Geely-Eko-CK-Neuve-Maroc-01.jpg,1.5 l TD 103,ch,Essence,9cv,2 roues motrices ( 4x2 ou 2WD ),4 cylindres en ligne,140Nm,"7,1l/100 km",sec.,160km/h,-sec.,4x4 / SUV / Crossover,Crossover urbain,5,1.180kg,litre,400cm,176cm,175cm,248cm,2,OUI,OUI,OUI,OUI,OUI,NO,NO,NO,NO,NO,OUI,OUI,OUI,OUI,OUI,auto.,"Radio, MP3, USB",OUI,NO,OUI,NO,OUI,NO,OUI,NO,NO,NO,,,NO,OUI,OUI,Compatibilité smartphoneApple CarPlay® & Android Auto®,OUI,NO,NO,NO,NO,NO,OUI,NO,OUI,OUI,,NO,,Similicuir,NO,OUI,NO,OUI,Standard,Ouvrant,OUI,NO,,,1.498cm³,,,-g/km,,aluminium16 pouces,,,
2,Geely GX3 Pro,1.5 l 103 AT Luxe,https://www.wandaloo.com/neuf/geely/gx3-pro/fiche-technique/1-5-l-103-at-luxe/20301.html,184.900DH,https://www.wandaloo.com/files/Voiture-Neuve/geely-gx3-pro.jpg,GEELY GX3 Pro1.5 l 103 AT Luxe neuve au Maroc - Fiche Technique,Mon comparatif,209.900DH *promo,https://www.wandaloo.com/files/Voiture-Neuve/geely-gx3-pro.jpg; https://www.wandaloo.com/files/Voiture-Neuve/geely/GEELY-Emgrand-2025-Neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/geely/GEELY-CITYRAY-2025-Neuve-Maroc-04.jpg; https://www.wandaloo.com/files/Voiture-Neuve/geely/GEELY-GX3-Pro-2023-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/geely/GEELY-Coolray-2023-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/geely/GEELY-Geometry-C-2023-Neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/geely/Geely-Eko-CK-Neuve-Maroc-01.jpg,1.5 l TD 103 CVT,ch,Essence,9cv,2 roues motrices ( 4x2 ou 2WD ),4 cylindres en ligne,140Nm,"7,4l/100 km",sec.,170km/h,-sec.,4x4 / SUV / Crossover,Crossover urbain,5,1.180kg,litre,400cm,176cm,175cm,248cm,2,OUI,OUI,OUI,OUI,OUI,OUI,OUI,NO,NO,NO,OUI,OUI,OUI,OUI,NO,auto.,"Radio, MP3, USB",OUI,OUI,OUI,NO,OUI,NO,OUI,NO,NO,NO,,,NO,OUI,OUI,Compatibilité smartphoneApple CarPlay® & Android Auto®,OUI,NO,NO,,NO,NO,OUI,NO,OUI,OUI,,NO,,Similicuir,NO,OUI,NO,OUI,Standard,Ouvrant,OUI,NO,,,1.498cm³,,,-g/km,,aluminium16 pouces,,,
2,Dacia Sandero Stepway,1.0 TCe 100 Essentiel,https://www.wandaloo.com/neuf/dacia/sandero-stepway/fiche-technique/1-0-tce-100-essentiel/18712.html,155.000DH,https://www.wandaloo.com/files/Voiture-Neuve/dacia-sandero-stepway.jpg,DACIA Sandero Stepway1.0 TCe 100 Essentiel neuve au Maroc - Fiche Technique,Mon comparatif,155.000DH ** Prix public,https://www.wandaloo.com/files/Voiture-Neuve/dacia-sandero-stepway.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-bigster.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-duster.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-logan.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-sandero.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Bigster-2025-Neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Spring-2023-Neuve-Maroc-09.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Logan-2021-Neuve-Maroc-04.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Duster-2022-Neuve-Maroc-08.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Duster-2018-neuve-Maroc-08.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Lodgy-Stepway-2016-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Logan-2016-neuve-Maroc-03.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Logan-2-2014-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Sandero-2016-neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Duster-2016-neuve-Maroc-12.jpg,1.0 TCe 100,ch,Essence,7cv,2 roues motrices ( 4x2 ou 2WD ),3 cylindres en ligne,160Nm,"5,5l/100 km",sec.,165km/h,"14,2sec.",Citadine,Citadine,5,1.122kg,litre,409cm,184cm,150cm,260cm,2,OUI,OUI,NO,OUI,OUI,OUI,NO,NO,NO,NO,NO,OUI,OUI,OUI,NO,manuelle,"Radio, USB",OUI,NO,OUI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OUI,NO,Vitres électriquesElectrique AV,OUI,NO,NO,NO,NO,NO,OUI,NO,NO,OUI,NO,NO,NO,Tissu,NO,NO,NO,OUI,Standard,Rigide,NO,NO,,,999cm³,"6,4l/100 km","4,9l/100 km",140g/km,et Profondeur,,,,
2,Dacia Sandero Stepway,1.5 dCi 102 Essentiel,https://www.wandaloo.com/neuf/dacia/sandero-stepway/fiche-technique/1-5-dci-102-essentiel/18714.html,162.000DH,https://www.wandaloo.com/files/Voiture-Neuve/dacia-sandero-stepway.jpg,DACIA Sandero Stepway1.5 dCi 102 Essentiel neuve au Maroc - Fiche Technique,Mon comparatif,162.000DH ** Prix public,https://www.wandaloo.com/files/Voiture-Neuve/dacia-sandero-stepway.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-bigster.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-duster.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-logan.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-sandero.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Bigster-2025-Neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Spring-2023-Neuve-Maroc-09.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Logan-2021-Neuve-Maroc-04.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Duster-2022-Neuve-Maroc-08.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Duster-2018-neuve-Maroc-08.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Lodgy-Stepway-2016-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Logan-2016-neuve-Maroc-03.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Logan-2-2014-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Sandero-2016-neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Duster-2016-neuve-Maroc-12.jpg,1.5 dCi 102,ch,Diesel,6cv,2 roues motrices ( 4x2 ou 2WD ),4 cylindres en ligne,230Nm,"4,2l/100 km",sec.,175km/h,"13,8sec.",Citadine,Citadine,5,1.122kg,litre,409cm,184cm,150cm,260cm,2,OUI,OUI,NO,OUI,OUI,OUI,NO,NO,NO,NO,NO,OUI,OUI,OUI,NO,manuelle,"Radio, USB",OUI,NO,OUI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OUI,NO,Vitres électriquesElectrique AV,OUI,NO,NO,NO,NO,NO,OUI,NO,NO,OUI,NO,NO,NO,Tissu,NO,NO,NO,OUI,Standard,Rigide,NO,NO,,,1.461cm³,"5,6l/100 km","3,9l/100 km",110g/km,et Profondeur,,,,
2,Dacia Sandero Stepway,1.0 TCe 100 Expression,https://www.wandaloo.com/neuf/dacia/sandero-stepway/fiche-technique/1-0-tce-100-expression/18713.html,167.000DH,https://www.wandaloo.com/files/Voiture-Neuve/dacia-sandero-stepway.jpg,DACIA Sandero Stepway1.0 TCe 100 Expression neuve au Maroc - Fiche Technique,Mon comparatif,167.000DH ** Prix public,https://www.wandaloo.com/files/Voiture-Neuve/dacia-sandero-stepway.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-bigster.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-duster.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-logan.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-sandero.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Bigster-2025-Neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Spring-2023-Neuve-Maroc-09.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Logan-2021-Neuve-Maroc-04.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Duster-2022-Neuve-Maroc-08.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Duster-2018-neuve-Maroc-08.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Lodgy-Stepway-2016-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Logan-2016-neuve-Maroc-03.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Logan-2-2014-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Sandero-2016-neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Duster-2016-neuve-Maroc-12.jpg,1.0 TCe 100,ch,Essence,7cv,2 roues motrices ( 4x2 ou 2WD ),3 cylindres en ligne,160Nm,"5,5l/100 km",sec.,165km/h,"14,2sec.",Citadine,Citadine,5,1.122kg,litre,409cm,184cm,150cm,260cm,4,OUI,OUI,NO,OUI,OUI,OUI,NO,NO,NO,NO,NO,OUI,OUI,OUI,NO,manuelle,"Radio, USB",OUI,NO,OUI,NO,OUI,NO,OUI,NO,NO,NO,,,NO,OUI,NO,Vitres électriquesElectrique AV/AR,OUI,NO,NO,NO,NO,NO,OUI,NO,NO,OUI,NO,NO,,Tissu,NO,NO,NO,,full LED,Rigide,NO,OUI,,Feux de jourLED,999cm³,"6,4l/100 km","4,9l/100 km",140g/km,et Profondeur,aluminium16 pouces,,,
2,Dacia Sandero Stepway,1.5 dCi 102 Expression,https://www.wandaloo.com/neuf/dacia/sandero-stepway/fiche-technique/1-5-dci-102-expression/18715.html,174.000DH,https://www.wandaloo.com/files/Voiture-Neuve/dacia-sandero-stepway.jpg,DACIA Sandero Stepway1.5 dCi 102 Expression neuve au Maroc - Fiche Technique,Mon comparatif,174.000DH ** Prix public,https://www.wandaloo.com/files/Voiture-Neuve/dacia-sandero-stepway.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-bigster.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-duster.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-logan.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-sandero.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Bigster-2025-Neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Spring-2023-Neuve-Maroc-09.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Logan-2021-Neuve-Maroc-04.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Duster-2022-Neuve-Maroc-08.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Duster-2018-neuve-Maroc-08.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Lodgy-Stepway-2016-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Logan-2016-neuve-Maroc-03.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Logan-2-2014-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Sandero-2016-neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Duster-2016-neuve-Maroc-12.jpg,1.5 dCi 102,ch,Diesel,6cv,2 roues motrices ( 4x2 ou 2WD ),4 cylindres en ligne,230Nm,"4,2l/100 km",sec.,175km/h,"13,8sec.",Citadine,Citadine,5,1.122kg,litre,409cm,184cm,150cm,260cm,4,OUI,OUI,NO,OUI,OUI,OUI,NO,NO,NO,NO,NO,OUI,OUI,OUI,NO,manuelle,"Radio, USB",OUI,NO,OUI,NO,OUI,NO,OUI,NO,NO,NO,,,NO,OUI,NO,Vitres électriquesElectrique AV/AR,OUI,NO,NO,NO,NO,NO,OUI,NO,NO,OUI,NO,NO,,Tissu,NO,NO,NO,,full LED,Rigide,NO,OUI,,Feux de jourLED,1.461cm³,"5,6l/100 km","3,9l/100 km",110g/km,et Profondeur,aluminium16 pouces,,,
2,Dacia Sandero Stepway,1.0 TCe 100 Extreme,https://www.wandaloo.com/neuf/dacia/sandero-stepway/fiche-technique/1-0-tce-100-extreme/19743.html,178.000DH,https://www.wandaloo.com/files/Voiture-Neuve/dacia-sandero-stepway.jpg,DACIA Sandero Stepway1.0 TCe 100 Extreme neuve au Maroc - Fiche Technique,Mon comparatif,178.000DH ** Prix public,https://www.wandaloo.com/files/Voiture-Neuve/dacia-sandero-stepway.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-bigster.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-duster.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-logan.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-sandero.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Bigster-2025-Neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Spring-2023-Neuve-Maroc-09.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Logan-2021-Neuve-Maroc-04.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Duster-2022-Neuve-Maroc-08.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Duster-2018-neuve-Maroc-08.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Lodgy-Stepway-2016-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Logan-2016-neuve-Maroc-03.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Logan-2-2014-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Sandero-2016-neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Duster-2016-neuve-Maroc-12.jpg,1.0 TCe 100,ch,Essence,7cv,2 roues motrices ( 4x2 ou 2WD ),3 cylindres en ligne,160Nm,"5,5l/100 km",sec.,165km/h,"14,2sec.",Citadine,Citadine,5,1.122kg,litre,409cm,184cm,150cm,260cm,4,OUI,NO,NO,OUI,OUI,NO,NO,NO,NO,OUI,NO,OUI,OUI,OUI,NO,auto.,"Radio, USB",OUI,NO,OUI,OUI,OUI,OUI,OUI,NO,NO,NO,,,NO,OUI,NO,Mains libresDémarrage,OUI,NO,NO,,NO,NO,OUI,NO,NO,OUI,NO,NO,,Tissu,NO,NO,NO,,full LED,Rigide,NO,OUI,,Feux de jourLED,999cm³,"6,4l/100 km","4,9l/100 km",140g/km,et Profondeur,aluminium16 pouces,,,
2,Dacia Sandero Stepway,1.5 dCi 102 Extreme,https://www.wandaloo.com/neuf/dacia/sandero-stepway/fiche-technique/1-5-dci-102-extreme/18717.html,185.000DH,https://www.wandaloo.com/files/Voiture-Neuve/dacia-sandero-stepway.jpg,DACIA Sandero Stepway1.5 dCi 102 Extreme neuve au Maroc - Fiche Technique,Mon comparatif,185.000DH ** Prix public,https://www.wandaloo.com/files/Voiture-Neuve/dacia-sandero-stepway.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-bigster.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-duster.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-logan.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-sandero.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Bigster-2025-Neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Spring-2023-Neuve-Maroc-09.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Logan-2021-Neuve-Maroc-04.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Duster-2022-Neuve-Maroc-08.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Duster-2018-neuve-Maroc-08.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Lodgy-Stepway-2016-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Logan-2016-neuve-Maroc-03.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Logan-2-2014-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Sandero-2016-neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Duster-2016-neuve-Maroc-12.jpg,1.5 dCi 102,ch,Diesel,6cv,2 roues motrices ( 4x2 ou 2WD ),4 cylindres en ligne,230Nm,"4,2l/100 km",sec.,175km/h,"13,8sec.",Citadine,Citadine,5,1.122kg,litre,409cm,184cm,150cm,260cm,4,OUI,NO,NO,OUI,OUI,NO,NO,NO,NO,OUI,NO,OUI,OUI,OUI,NO,auto.,"Radio, USB",OUI,NO,OUI,OUI,OUI,OUI,OUI,NO,NO,NO,,,NO,OUI,NO,Mains libresDémarrage,OUI,NO,NO,,NO,NO,OUI,NO,NO,OUI,NO,NO,,Tissu,NO,NO,NO,,full LED,Rigide,NO,OUI,,Feux de jourLED,1.461cm³,"5,6l/100 km","3,9l/100 km",110g/km,et Profondeur,aluminium16 pouces,,,
2,Mahindra XUV 300,1.2 l Turbo 110 W6,https://www.wandaloo.com/neuf/mahindra/xuv-300/fiche-technique/1-2-l-turbo-110-w6/19271.html,155.000DH,https://www.wandaloo.com/files/Voiture-Neuve/mahindra-xuv-300.jpg,MAHINDRA XUV 3001.2 l Turbo 110 W6 neuve au Maroc - Fiche Technique,Mon comparatif,187.000DH *promo,https://www.wandaloo.com/files/Voiture-Neuve/mahindra-xuv-300.jpg,1.2 l Turbo 110 BVM6,ch,Essence,7cv,2 roues motrices ( 4x2 ou 2WD ),4 cylindres en ligne,200Nm,-l/100 km,sec.,-km/h,-sec.,4x4 / SUV / Crossover,Crossover urbain,5,-kg,litre,399cm,182cm,162cm,260cm,2,OUI,OUI,OUI,NO,OUI,NO,NO,NO,NO,NO,OUI,OUI,OUI,OUI,OUI,manuelle,"Radio, USB",OUI,OUI,OUI,OUI,OUI,NO,OUI,NO,NO,NO,,NO,NO,OUI,OUI,Compatibilité smartphoneApple CarPlay® & Android Auto®,OUI,NO,NO,NO,NO,NO,OUI,NO,NO,OUI,,NO,,Tissu,OUI,OUI,NO,OUI,Standard,Rigide,OUI,NO,,,1.197cm³,,,-g/km,,aluminium16 pouces,,,
